date,value,cliente,dayofweek,month,lag_1,lag_3,lag_7,rolling_mean_7,rolling_std_7,feriado,promocion,is_anomaly
1959-02-27,35.14319375894097,C1,4,2,37.04282585401886,39.89227399663569,45.59117028186936,38.94245794909675,5.619187516508745,0,0,False
1959-02-28,28.49448142616835,C1,5,2,35.14319375894097,42.74172213925252,35.14319375894097,37.9926419015578,6.805174029639165,0,0,False
1959-03-01,33.243561663863076,C1,6,3,28.49448142616835,37.04282585401886,33.243561663863076,37.9926419015578,6.805174029639165,0,0,False
1959-03-02,26.594849331090458,C1,0,3,33.243561663863076,35.14319375894097,49.39043447202514,34.73612973856713,5.82563674871841,0,0,False
1959-03-03,42.74172213925252,C1,1,3,26.594849331090458,28.49448142616835,39.89227399663569,35.14319375894097,6.324186896711549,0,0,False
1959-03-04,32.29374561632413,C1,2,3,42.74172213925252,33.243561663863076,42.74172213925252,33.65062568423691,5.3969041186423246,0,0,False
1959-03-05,34.19337771140202,C1,3,3,32.29374561632413,26.594849331090458,37.04282585401886,33.243561663863076,5.202356747174846,0,0,False
1959-03-06,47.49080237694725,C1,4,3,34.19337771140202,42.74172213925252,35.14319375894097,35.00750575214969,7.527525810461201,0,0,False
1959-03-07,41.79190609171358,C1,5,3,47.49080237694725,32.29374561632413,28.49448142616835,36.90713784722758,7.283889258528674,0,0,False
1959-03-08,37.04282585401886,C1,6,3,41.79190609171358,34.19337771140202,33.243561663863076,37.44988987439269,7.104749805892588,0,0,False
1959-03-09,30.39411352124624,C1,0,3,37.04282585401886,47.49080237694725,26.594849331090458,37.9926419015578,6.228360341132152,0,0,False
1959-03-10,37.04282585401886,C1,1,3,30.39411352124624,41.79190609171358,42.74172213925252,37.178513860810135,5.866054769986751,0,0,False
1959-03-11,42.74172213925252,C1,2,3,37.04282585401886,37.04282585401886,32.29374561632413,38.67108193551419,5.7439475498202395,0,0,False
1959-03-12,40.84209004417463,C1,3,3,42.74172213925252,30.39411352124624,34.19337771140202,39.62089798305313,5.420731625752728,0,0,False
1959-03-13,37.04282585401886,C1,4,3,40.84209004417463,37.04282585401886,47.49080237694725,38.12832990834908,4.191712710430446,0,0,False
1959-03-14,29.444297473707294,C1,5,3,37.04282585401886,42.74172213925252,41.79190609171358,36.364385820062466,4.9266768774548915,0,0,False
1959-03-15,25.645033283551516,C1,6,3,29.444297473707294,40.84209004417463,37.04282585401886,34.73612973856713,6.344532858860143,0,1,False
1959-03-16,28.49448142616835,C1,0,3,25.645033283551516,37.04282585401886,30.39411352124624,34.464753724984575,6.5968191504428075,0,0,False
1959-03-17,39.89227399663569,C1,1,3,28.49448142616835,29.444297473707294,37.04282585401886,34.871817745358406,6.864883465893572,0,0,False
1959-03-18,43.69153818679147,C1,2,3,39.89227399663569,25.645033283551516,42.74172213925252,35.00750575214969,7.053166485717401,0,0,False
1959-03-19,38.94245794909674,C1,3,3,43.69153818679147,28.49448142616835,40.84209004417463,34.73612973856713,6.824086082860736,0,0,False
1959-03-20,34.19337771140202,C1,4,3,38.94245794909674,39.89227399663569,37.04282585401886,34.3290657181933,6.748119863771107,0,0,False
1959-03-21,42.74172213925252,C1,5,3,34.19337771140202,43.69153818679147,29.444297473707294,36.22869781327119,7.010401114948559,0,0,False
1959-03-22,43.69153818679147,C1,6,3,42.74172213925252,38.94245794909674,25.645033283551516,38.80676994230547,5.657284139353808,0,0,False
1959-03-23,40.84209004417463,C1,0,3,43.69153818679147,34.19337771140202,28.49448142616835,40.57071403059208,3.3676877639094855,0,0,False
1959-03-24,36.09300980647991,C1,1,3,40.84209004417463,42.74172213925252,39.89227399663569,40.027962003426964,3.776581813164049,0,0,False
1959-03-25,32.29374561632413,C1,2,3,36.09300980647991,43.69153818679147,43.69153818679147,38.399705921931634,4.347666208282681,0,0,False
1959-03-26,33.243561663863076,C1,3,3,32.29374561632413,40.84209004417463,38.94245794909674,37.585577881183966,4.744555148303496,0,0,False
1959-03-27,53.189698662180916,C1,4,3,33.243561663863076,36.09300980647991,34.19337771140202,40.29933801700952,7.2513783306377695,0,0,False
1959-03-28,34.19337771140202,C1,5,3,53.189698662180916,32.29374561632413,42.74172213925252,39.078145955888026,7.487470276694541,0,0,False
1959-03-29,30.39411352124624,C1,6,3,34.19337771140202,33.243561663863076,43.69153818679147,37.178513860810135,7.802158714521542,0,0,False
1959-03-30,47.49080237694725,C1,0,3,30.39411352124624,53.189698662180916,40.84209004417463,38.12832990834908,8.678023334445719,0,1,False
1959-03-31,38.94245794909674,C1,1,3,47.49080237694725,34.19337771140202,36.09300980647991,38.53539392872291,8.63335491656232,0,0,False
1959-04-01,37.04282585401886,C1,2,4,38.94245794909674,30.39411352124624,32.29374561632413,39.2138339626793,8.238694499496631,0,0,False
1959-04-02,38.94245794909674,C1,3,4,37.04282585401886,47.49080237694725,33.243561663863076,40.027962003426964,7.821406359982305,0,0,False
1959-04-03,44.641354234330414,C1,4,4,38.94245794909674,38.94245794909674,53.189698662180916,38.80676994230547,5.840366574376706,0,0,False
1959-04-04,32.29374561632413,C1,5,4,44.641354234330414,37.04282585401886,34.19337771140202,38.53539392872291,6.127531772636367,0,0,False
1959-04-05,34.19337771140202,C1,6,4,32.29374561632413,38.94245794909674,30.39411352124624,39.078145955888026,5.41280077786876,0,0,False
1959-04-06,31.343929568785185,C1,0,4,34.19337771140202,44.641354234330414,47.49080237694725,36.7714498404363,4.611396387318445,0,0,False
1959-04-07,33.243561663863076,C1,1,4,31.343929568785185,32.29374561632413,38.94245794909674,35.957321799688636,4.6669573842289775,0,0,False
1959-04-08,36.09300980647991,C1,2,4,33.243561663863076,34.19337771140202,37.04282585401886,35.82163379289735,4.643887755142362,0,0,False
1959-04-09,36.09300980647991,C1,3,4,36.09300980647991,31.343929568785185,38.94245794909674,35.41456977252352,4.445378772842219,0,0,False
1959-04-10,32.29374561632413,C1,4,4,36.09300980647991,33.243561663863076,44.641354234330414,33.650625684236914,1.8882909065821736,0,0,False
1959-04-11,50.34025051956409,C1,5,4,32.29374561632413,36.09300980647991,32.29374561632413,36.22869781327119,6.4752235173136645,0,0,True
1959-04-12,32.29374561632413,C1,6,4,50.34025051956409,36.09300980647991,34.19337771140202,35.957321799688636,6.613079513169108,0,0,False
1959-04-13,32.29374561632413,C1,0,4,32.29374561632413,32.29374561632413,31.343929568785185,36.09300980647991,6.511610755845133,0,0,False
1959-04-14,36.09300980647991,C1,1,4,32.29374561632413,50.34025051956409,33.243561663863076,36.50007382685374,6.391754913944279,0,0,False
1959-04-15,33.243561663863076,C1,2,4,36.09300980647991,32.29374561632413,36.09300980647991,36.09300980647991,6.511610755845133,0,1,False
1959-04-16,30.39411352124624,C1,3,4,33.243561663863076,32.29374561632413,36.09300980647991,35.278881765732244,6.858622740956055,0,0,False
1959-04-17,39.89227399663569,C1,4,4,30.39411352124624,36.09300980647991,32.29374561632413,36.364385820062466,6.9085496801480515,0,0,False
1959-04-18,32.29374561632413,C1,5,4,39.89227399663569,33.243561663863076,50.34025051956409,33.786313691028184,3.190832659104195,0,0,False
1959-04-19,43.69153818679147,C1,6,4,32.29374561632413,30.39411352124624,32.29374561632413,35.41456977252352,4.803048791059564,0,0,False
1959-04-20,28.49448142616835,C1,0,4,43.69153818679147,39.89227399663569,32.29374561632413,34.871817745358406,5.392922632214263,0,0,False
1959-04-21,43.69153818679147,C1,1,4,28.49448142616835,32.29374561632413,36.09300980647991,35.95732179968863,6.358060662830646,0,0,False
1959-04-22,42.74172213925252,C1,2,4,43.69153818679147,43.69153818679147,33.243561663863076,37.31420186760141,6.687367962748774,0,0,False
1959-04-23,51.29006656710303,C1,3,4,42.74172213925252,28.49448142616835,30.39411352124624,40.29933801700952,7.6744733606405,0,0,False
1959-04-24,32.29374561632413,C1,4,4,51.29006656710303,43.69153818679147,39.89227399663569,39.2138339626793,8.256924602866594,0,0,False
1959-04-25,35.14319375894097,C1,5,4,32.29374561632413,42.74172213925252,32.29374561632413,39.62089798305313,7.92236711800511,0,0,False
1959-04-26,33.243561663863076,C1,6,4,35.14319375894097,51.29006656710303,43.69153818679147,38.12832990834908,8.011339829382282,0,0,False
1959-04-27,37.9926419015578,C1,0,4,33.243561663863076,32.29374561632413,28.49448142616835,39.48520997626186,6.824086082860707,0,0,False
1959-04-28,39.89227399663569,C1,1,4,37.9926419015578,35.14319375894097,43.69153818679147,38.94245794909675,6.580518608726851,0,0,False
1959-04-29,55.08933075725881,C1,2,4,39.89227399663569,33.243561663863076,42.74172213925252,40.70640203738336,8.984486192218188,0,0,False
1959-04-30,48.440618424486196,C1,3,4,55.08933075725881,37.9926419015578,51.29006656710303,40.299338017009525,8.475161682401298,0,1,False
1959-05-01,30.39411352124624,C1,4,5,48.440618424486196,39.89227399663569,32.29374561632413,40.02796200342697,8.798471849298425,0,0,False
1959-05-02,33.243561663863076,C1,5,5,30.39411352124624,55.08933075725881,35.14319375894097,39.75658598984442,9.001205973620804,0,0,False
1959-05-03,36.09300980647991,C1,6,5,33.243561663863076,48.440618424486196,33.243561663863076,40.16365001021825,8.717536450941779,0,0,False
1959-05-04,31.343929568785185,C1,0,5,36.09300980647991,30.39411352124624,37.9926419015578,39.2138339626793,9.333914768457884,0,0,False
1959-05-05,37.04282585401886,C1,1,5,31.343929568785185,33.243561663863076,39.89227399663569,38.80676994230547,9.361489170536489,0,0,False
1959-05-06,44.641354234330414,C1,2,5,37.04282585401886,36.09300980647991,55.08933075725881,37.31420186760141,6.820937715411548,0,0,False
1959-05-07,36.09300980647991,C1,3,5,44.641354234330414,31.343929568785185,48.440618424486196,35.5502577793148,4.7445551483035135,0,0,False
1959-05-08,49.39043447202514,C1,4,5,36.09300980647991,37.04282585401886,30.39411352124624,38.26401791514036,6.435293700674128,0,0,False
1959-05-09,28.49448142616835,C1,5,5,49.39043447202514,44.641354234330414,33.243561663863076,37.585577881183966,7.2513783306377935,0,0,False
1959-05-10,32.29374561632413,C1,6,5,28.49448142616835,36.09300980647991,36.09300980647991,37.04282585401886,7.51896044549049,0,0,False
1959-05-11,37.9926419015578,C1,0,5,32.29374561632413,49.39043447202514,31.343929568785185,37.9926419015578,7.086586802665509,0,0,False
1959-05-12,33.243561663863076,C1,1,5,37.9926419015578,28.49448142616835,37.04282585401886,37.44988987439269,7.313319233987113,0,0,False
1959-05-13,39.89227399663569,C1,2,5,33.243561663863076,32.29374561632413,44.641354234330414,36.7714498404363,6.7321856742051995,0,0,False
1959-05-14,38.94245794909674,C1,3,5,39.89227399663569,37.9926419015578,36.09300980647991,37.178513860810135,6.770364727044579,0,0,False
1959-05-15,39.89227399663569,C1,4,5,38.94245794909674,33.243561663863076,49.39043447202514,35.82163379289735,4.479074600341419,0,1,False
1959-05-16,36.09300980647991,C1,5,5,39.89227399663569,39.89227399663569,28.49448142616835,36.90713784722758,3.122790029878615,0,0,False
1959-05-17,22.79558514093468,C1,6,5,36.09300980647991,38.94245794909674,32.29374561632413,35.5502577793148,6.102944271684027,0,0,False
1959-05-18,32.29374561632413,C1,0,5,22.79558514093468,39.89227399663569,37.9926419015578,34.73612973856713,6.10294427168403,0,0,False
1959-05-19,40.84209004417463,C1,1,5,32.29374561632413,36.09300980647991,33.243561663863076,35.82163379289735,6.458616094437239,0,0,False
1959-05-20,34.19337771140202,C1,2,5,40.84209004417463,22.79558514093468,39.89227399663569,35.00750575214969,6.214550212518158,0,0,False
1959-05-21,52.23988261464198,C1,3,5,34.19337771140202,32.29374561632413,38.94245794909674,36.90713784722758,9.017894755481159,0,0,False
1959-05-22,38.94245794909674,C1,4,5,52.23988261464198,40.84209004417463,39.89227399663569,36.7714498404363,8.972524415921718,0,0,False
1959-05-23,42.74172213925252,C1,5,5,38.94245794909674,34.19337771140202,36.09300980647991,37.72126588797524,9.236756132783379,0,0,False
1959-05-24,38.94245794909674,C1,6,5,42.74172213925252,52.23988261464198,22.79558514093468,40.027962003426964,6.498402606838029,0,0,False
1959-05-25,35.14319375894097,C1,0,5,38.94245794909674,38.94245794909674,32.29374561632413,40.4350260238008,6.003587379036861,0,0,False
1959-05-26,40.84209004417463,C1,1,5,35.14319375894097,42.74172213925252,40.84209004417463,40.4350260238008,6.003587379036861,0,0,False
1959-05-27,37.04282585401886,C1,2,5,40.84209004417463,38.94245794909674,34.19337771140202,40.84209004417463,5.592365465909778,0,0,False
1959-05-28,31.343929568785185,C1,3,5,37.04282585401886,35.14319375894097,52.23988261464198,37.85695389476653,3.776581813164084,0,0,False
1959-05-29,40.84209004417463,C1,4,5,31.343929568785185,40.84209004417463,38.94245794909674,38.12832990834908,3.932612052703866,0,0,False
1959-05-30,37.9926419015578,C1,5,5,40.84209004417463,37.04282585401886,42.74172213925252,37.44988987439269,3.374059931885568,0,1,False
1959-05-31,36.09300980647991,C1,6,5,37.9926419015578,31.343929568785185,38.94245794909674,37.04282585401886,3.335644335257852,0,0,False
1959-06-01,42.74172213925252,C1,0,6,36.09300980647991,40.84209004417463,35.14319375894097,38.12832990834908,3.816187499705592,0,0,False
1959-06-02,43.69153818679147,C1,1,6,42.74172213925252,37.9926419015578,40.84209004417463,38.53539392872291,4.2779396648232595,0,0,False
1959-06-03,32.29374561632413,C1,2,6,43.69153818679147,36.09300980647991,37.04282585401886,37.85695389476653,4.887280339403681,0,0,False
1959-06-04,33.243561663863076,C1,3,6,32.29374561632413,42.74172213925252,31.343929568785185,38.12832990834908,4.502988676342828,0,0,False
1959-06-05,45.59117028186936,C1,4,6,33.243561663863076,43.69153818679147,40.84209004417463,38.80676994230547,5.2720800500333125,0,0,False
1959-06-06,48.440618424486196,C1,5,6,45.59117028186936,32.29374561632413,37.9926419015578,40.299338017009525,6.3681876572964775,0,0,False
1959-06-07,34.19337771140202,C1,6,6,48.440618424486196,33.243561663863076,36.09300980647991,40.02796200342697,6.613079513169095,0,0,False
1959-06-08,31.343929568785185,C1,0,6,34.19337771140202,45.59117028186936,42.74172213925252,38.399705921931634,7.209788763290383,0,0,False
1959-06-09,43.69153818679147,C1,1,6,31.343929568785185,48.440618424486196,43.69153818679147,38.399705921931634,7.209788763290383,0,0,False
1959-06-10,39.89227399663569,C1,2,6,43.69153818679147,34.19337771140202,32.29374561632413,39.48520997626186,6.6905791840444,0,0,False
1959-06-11,45.59117028186936,C1,3,6,39.89227399663569,31.343929568785185,33.243561663863076,41.24915406454847,6.3917549139442675,0,0,False
1959-06-12,32.29374561632413,C1,4,6,45.59117028186936,43.69153818679147,45.59117028186936,39.34952196947058,6.846084114855788,0,0,False
1959-06-13,38.94245794909674,C1,5,6,32.29374561632413,39.89227399663569,48.440618424486196,37.9926419015578,5.565414150170038,0,0,False
1959-06-14,33.243561663863076,C1,6,6,38.94245794909674,45.59117028186936,34.19337771140202,37.85695389476653,5.683799844714082,0,0,False
1959-06-15,37.9926419015578,C1,0,6,33.243561663863076,32.29374561632413,31.343929568785185,38.80676994230547,4.9179493650615465,0,1,False
1959-06-16,32.29374561632413,C1,1,6,37.9926419015578,38.94245794909674,43.69153818679147,37.178513860810135,4.917949365061553,0,0,False
1959-06-17,28.49448142616835,C1,2,6,32.29374561632413,33.243561663863076,39.89227399663569,35.5502577793148,5.695125926709685,0,0,False
1959-06-18,34.19337771140202,C1,3,6,28.49448142616835,37.9926419015578,45.59117028186936,33.92200169781946,3.5839789455469306,0,0,False
1959-06-19,37.9926419015578,C1,4,6,34.19337771140202,32.29374561632413,32.29374561632413,34.73612973856713,3.793606310337277,0,0,False
1959-06-20,37.04282585401886,C1,5,6,37.9926419015578,28.49448142616835,38.94245794909674,34.46475372498458,3.499067218466755,0,0,False
1959-06-21,42.74172213925252,C1,6,6,37.04282585401886,34.19337771140202,33.243561663863076,35.82163379289735,4.611396387318449,0,0,False
1959-06-22,36.09300980647991,C1,0,6,42.74172213925252,37.9926419015578,37.9926419015578,35.5502577793148,4.517276354793981,0,0,False
1959-06-23,44.641354234330414,C1,1,6,36.09300980647991,37.04282585401886,32.29374561632413,37.31420186760141,5.364969494383085,0,0,False
1959-06-24,31.343929568785185,C1,2,6,44.641354234330414,42.74172213925252,28.49448142616835,37.72126588797524,4.643887755142349,0,0,False
1959-06-25,28.49448142616835,C1,3,6,31.343929568785185,36.09300980647991,34.19337771140202,36.90713784722758,5.736463575892977,0,0,False
1959-06-26,39.89227399663569,C1,4,6,28.49448142616835,44.641354234330414,37.9926419015578,37.178513860810135,5.840366574376717,0,0,False
1959-06-27,40.84209004417463,C1,5,6,39.89227399663569,31.343929568785185,37.04282585401886,37.72126588797524,6.000008489074086,0,0,False
1959-06-28,38.94245794909674,C1,6,6,40.84209004417463,28.49448142616835,42.74172213925252,37.178513860810135,5.63064356818977,0,0,False
1959-06-29,38.94245794909674,C1,0,6,38.94245794909674,39.89227399663569,36.09300980647991,37.58557788118396,5.6420763587801375,0,0,False
1959-06-30,56.03914680479775,C1,1,6,38.94245794909674,40.84209004417463,44.641354234330414,39.213833962679296,8.786256833205407,0,1,False
1959-07-01,40.84209004417463,C1,2,7,56.03914680479775,38.94245794909674,31.343929568785185,40.57071403059207,8.072771239391624,0,0,False
1959-07-02,42.74172213925252,C1,3,7,40.84209004417463,38.94245794909674,28.49448142616835,42.60603413246124,6.06764643791842,0,0,False
1959-07-03,36.09300980647991,C1,4,7,42.74172213925252,56.03914680479775,39.89227399663569,42.06328210529614,6.505010033666237,0,0,False
1959-07-04,35.14319375894097,C1,5,7,36.09300980647991,40.84209004417463,40.84209004417463,41.24915406454847,7.019587056143732,1,0,False
1959-07-05,42.74172213925252,C1,6,7,35.14319375894097,42.74172213925252,38.94245794909674,41.79190609171358,6.958118385266791,0,0,False
1959-07-06,39.89227399663569,C1,0,7,42.74172213925252,36.09300980647991,38.94245794909674,41.927594098504855,6.902328562560185,0,0,False
1959-07-07,54.13951470971986,C1,1,7,39.89227399663569,35.14319375894097,56.03914680479775,41.656218084922294,6.262752432172624,0,0,False
1959-07-08,43.69153818679147,C1,2,7,54.13951470971986,42.74172213925252,40.84209004417463,42.06328210529614,6.293544626489184,0,0,False
1959-07-09,48.440618424486196,C1,3,7,43.69153818679147,39.89227399663569,42.74172213925252,42.87741014604381,6.748119863771062,0,0,False
1959-07-10,38.94245794909674,C1,4,7,48.440618424486196,54.13951470971986,36.09300980647991,43.28447416641763,6.344532858860097,0,0,False
1959-07-11,44.641354234330414,C1,5,7,38.94245794909674,43.69153818679147,35.14319375894097,44.641354234330414,5.231178888765177,0,0,False
1959-07-12,24.69521723601257,C1,6,7,44.641354234330414,48.440618424486196,42.74172213925252,42.06328210529614,9.236756132783364,0,0,False
1959-07-13,33.243561663863076,C1,0,7,24.69521723601257,38.94245794909674,39.89227399663569,41.113466057757186,9.820600133792674,0,0,False
1959-07-14,41.79190609171358,C1,1,7,33.243561663863076,44.641354234330414,54.13951470971986,39.34952196947058,8.038106826208727,0,0,False
1959-07-15,38.94245794909674,C1,2,7,41.79190609171358,24.69521723601257,43.69153818679147,38.67108193551419,7.807662883611442,0,1,False
1959-07-16,39.89227399663569,C1,3,7,38.94245794909674,33.243561663863076,48.440618424486196,37.44988987439269,6.600074427793857,0,0,False
1959-07-17,34.19337771140202,C1,4,7,39.89227399663569,41.79190609171358,38.94245794909674,36.7714498404363,6.664846091832227,0,0,False
1959-07-18,42.74172213925252,C1,5,7,34.19337771140202,38.94245794909674,44.641354234330414,36.50007382685374,6.320789535791273,0,0,False
1959-07-19,42.74172213925252,C1,6,7,42.74172213925252,39.89227399663569,24.69521723601257,39.078145955888026,3.932612052703874,0,0,False
1959-07-20,42.74172213925252,C1,0,7,42.74172213925252,34.19337771140202,33.243561663863076,40.4350260238008,3.143357475219468,0,0,False
1959-07-21,44.641354234330414,C1,1,7,42.74172213925252,42.74172213925252,41.79190609171358,40.84209004417464,3.511323183201419,0,0,False
1959-07-22,36.09300980647991,C1,2,7,44.641354234330414,42.74172213925252,38.94245794909674,40.435026023800795,3.91070317999118,0,0,False
1959-07-23,39.89227399663569,C1,3,7,36.09300980647991,42.74172213925252,39.89227399663569,40.4350260238008,3.91070317999118,0,0,False
1959-07-24,33.243561663863076,C1,4,7,39.89227399663569,44.641354234330414,34.19337771140202,40.299338017009525,4.171164975364274,0,0,False
1959-07-25,34.19337771140202,C1,5,7,33.243561663863076,36.09300980647991,42.74172213925252,39.078145955888026,4.569282296164989,0,0,False
1959-07-26,37.04282585401886,C1,6,7,34.19337771140202,39.89227399663569,42.74172213925252,38.26401791514036,4.307960662365212,0,0,False
1959-07-27,42.74172213925252,C1,0,7,37.04282585401886,33.243561663863076,42.74172213925252,38.26401791514036,4.307960662365212,0,0,False
1959-07-28,40.84209004417463,C1,1,7,42.74172213925252,34.19337771140202,44.641354234330414,37.72126588797524,3.5417775538190046,0,0,False
1959-07-29,44.641354234330414,C1,2,7,40.84209004417463,37.04282585401886,36.09300980647991,38.94245794909675,4.282957777592241,0,0,False
